Sentences,Types,Classification,Type,Classifications,Classifications_name
Write down your idea.,INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
Write the processes for your bat file in notepad.,INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
Write whenever you get a chance.,INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
Write with a pencil.,INSTRUCTION,INSTRUCTION WITH TOOL,1,1,SIMPLE INSTRUCTION
You be quiet!.,INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
You keep out of this!.,INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
"You there, pay attention!.",INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
Add a large dollop of white to lighten the orange to peach.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Add in cool water during the summer to lower the temperature.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Add more white or yellow to lighten the color.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Apply magnetic strips behind cabinet doors to store personal care items.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Choose an indoor track or treadmill to avoid the elements.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Click a torrent to review its feedback.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Click the downloaded file to watch it.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Close the finger holes quickly and firmly to cut the stick.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Cut along the outer guidelines to finish each frame piece.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Determine the type of patent you need to protect your invention.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Dip your finger in water to remove egg shells from a cracked egg.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Dip your key in hand sanitizer to melt ice.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Draw a forest or mountain landscape to create an entire environment.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Enjoy the right to exclude others.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Enlist the help of a registered patent attorney or agent to help you conduct your search.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Explore all of the patents to ensure that your invention is not already patented.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Find something to break into your mosaic pieces.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Find the best time to go to the zoo.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Give permission to play without pressure or judgment.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Hang sheer curtains to let in natural light.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Hold frame with grips to keep heat away from your hands.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Join online art communities to find other creators.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
"Keep tissues, paper towels or a cloth nearby to wipe up ink.",INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Look for products designed to shield you as a cell phone user.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Mix red and yellow together to make orange.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Mix warm and cool hues to mute the peach color.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Plant pond plants to provide shade in the water during the summer.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Practice drawing famous landmarks to make an easily recognizable cool drawing.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Put your work on specialty websites to reach people interested in art.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Read a lot to improve your writing skill.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Read a lot to improve your writing skill.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Rename the subtitle file to match your movie file.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Repeat this process weekly to keep air plants healthy.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Schedule your day to prioritize creativity.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Secure the last loop when you are ready to create the basket handle.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Stand your phone upright in a cup or mug to amplify the volume.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Switch out the light fixtures to warm up the apartment.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Take a passport in order to go abroad.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Test the temperature of 2 to 3 locations to get an average.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
"To write, you should take pen or take a pencil.",INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Train your puppy to leave it.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Trim the foil edges to match the style of cowboy hat you want.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Try different home remedies to remove permanent marker.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Upload lots of different art pieces to engage more people.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use a jogging app to plan your route and track your run.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use a rubber band to keep kids from locking a door.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use heavy printer paper or cardstock to practice on.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use paper cupcake or muffin wrappers to catch drips from frozen treats.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use scissors to cut a 40 to 60 in piece of tin foil.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use snack chips as kindling to help start a fire.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use springs from used pens to strengthen the ends of charger cables.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use the cars color code to buy paint.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use the Command Prompt or Terminal to imitate hacking.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use tongs to more easily squeeze all the juice from a lemon.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use white wine to reduce the appearance of a red wine stain.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Use your cereal spoon to keep milk from splashing when you pour it.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Vary your routine to keep things interesting.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Wait 5 minutes to get an accurate reading.,INSTRUCTION,INSTRUCTION WITH GOAL,1,4,INSTRUCTION WITH PURPOSE
Color water with a highlighter to make water that glows.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Crosshatch to get shading.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Double click the torrent file to open it .,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
"Jog in a familiar, well lit area to stay safe.",INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Light scented candles to make your apartment smell more like home.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Paint rocks to look like ladybugs.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Paint your keys with nail polish to color code them.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Purchase an internal monitor for a less obtrusive device.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
"Apply additional coats of wax, if you want more protection.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Be sure to talk in a low voice, especially if you are in an area where others can potentially walk by and hear.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If there's no olive oil, try almond oil.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if want to avoid burns, don't touch a hot stove.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you  avoid cavities, brush your teeth twice a day and floss regularly.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you are in Rome, you should follow the rules of Rome.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid allergies, avoid allergens and take allergy medication as prescribed.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid burnout, take breaks and prioritize self-care.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid dehydration, drink enough water throughout the day.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid financial problems, save money regularly and avoid unnecessary expenses.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid jet lag, adjust your sleep schedule before traveling to a different time zone.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you avoid misunderstandings, clarify information and ask questions when in doubt",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you to avoid getting lost, carry a map or use a GPS device when traveling to unfamiliar places.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you to avoid insomnia, avoid caffeine and electronics before bedtime and create a relaxing bedtime routine.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you wan to  avoid getting lost in a foreign country, learn some basic phrases in the local language.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want  to avoid computer-related injuries, take breaks and use ergonomic equipment.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want avoid food poisoning, cook meat and eggs thoroughly and wash your hands and kitchen utensils regularly.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want avoid getting lost in a crowded place, stay with a group or use a buddy system.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want good marks, work hard.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid accidents, always wear a helmet when riding a bike or a motorcycle.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid car accidents, obey traffic rules and drive defensively.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid conflicts, communicate clearly and respectfully with others.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to avoid getting sick, wash your hands frequently and avoid touching your face.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid injuries, warm up before exercising and stretch afterwards.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid procrastination, make a schedule and stick to it.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to avoid sunburn, wear sunscreen and avoid prolonged exposure to the sun.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to avoid traffic, leave for work or school earlier.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be a better problem solver, break problems down into smaller parts and brainstorm solutions.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be a good listener, pay attention to what others are saying and avoid interrupting them.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more assertive, express your opinions and needs clearly and respectfully.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more confident, practice positive self-talk and challenge negative thoughts.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more creative, try new things and explore different perspectives.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more environmentally friendly, reduce your consumption of disposable products and recycle whenever possible.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more organized, declutter your space and create a system for keeping track of your belongings.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more productive, eliminate distractions and focus on one task at a time.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be more sociable, attend social events and participate in group activities.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to be successful, set goals and work towards achieving them.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your cooking skills, follow recipes carefully and use quality ingredients.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your foreign language skills, practice speaking with native speakers and immerse yourself in the language.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your memory, get enough sleep and exercise regularly.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"if you want to improve your posture, sit up straight and avoid slouching.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your public speaking skills, practice in front of a mirror or with a friend.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your reading comprehension, read slowly and take notes.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your time management skills, prioritize tasks and use a calendar or planner.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to improve your writing skills, read more books and practice writing daily.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to lose weight, eat a balanced diet and exercise regularly.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"If you want to save money, make a budget and track your expenses.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
Move your fish to a tank if the water drops below 50f.,INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
Perform a keyword search if you are having difficulty in finding an appropriate subclass.,INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Play relaxing music, if you are having trouble falling asleep.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Provide your pet with toys, if it likes them.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Seal your tablet in a zip close bag, if you like to read in the tub.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Sleep with a night light turned on, if it makes you feel safer.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
Take a walk if you are feeling stuck.,INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"Tell yourself Its just a movie, if you wake up in the middle of the night.",INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
Work on a sloped surface if you have one.,INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
Work on unpacking one room at a time if you are just moving in.,INSTRUCTION,INSTRUCTION WITH REASON,1,7,INSTRUCTION WITH REASON
"When you are in wet surfaces, walk in small foot steps so that you do not fall.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,7,INSTRUCTION WITH REASON
Backup your files and data regularly to avoid losing important information.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Line your paper if it is not already lined.,INSTRUCTION,NON INSTRUCTION,1,7,INSTRUCTION WITH REASON
Please forgive my meticulousness but you have spelled it wrong.,INSTRUCTION,NON INSTRUCTION,1,7,INSTRUCTION WITH REASON
"Trees are great addition to lake scenes, so learn how to draw different types of trees with leaves.",INSTRUCTION,NON INSTRUCTION,1,7,INSTRUCTION WITH REASON
" Go to bed, read a book for 30 minutes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
Add it into beaker A then add it into beaker B.,INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"After you finish your breakfast, brush your teeth.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply foundation first, then add blush and eyeshadow.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply lotion first, then put on your clothes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply makeup, wash your face.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply primer first, then add foundation and concealer.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply shampoo first, then rinse with water.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply sunscreen to your face, then wear a hat to protect your head.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply sunscreen, then go outside to enjoy the sun.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply the brakes, then stop at the red light.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Apply the primer, then apply the foundation.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Attend the meeting, review the agenda.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Before you leave the house, make sure you have your keys.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Before you start your work, make a to-do list.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Boil the water, then add the tea leaves and let it steep.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Brush your teeth first, then take a shower.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Brush your teeth, then floss to remove any food particles.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the battery level, then charge your device.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the expiration date first, then use the product.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the ingredients first, then start cooking.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the oil level first, then start the car.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the time, then leave for the appointment.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the weather forecast first, then plan your outdoor activities accordingly.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check the weather forecast, then decide what to wear.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check your email first, then start working on your assignments.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Check your email, then reply to any urgent messages.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Clean the bathroom sink first, then scrub the toilet.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Clean the kitchen counter first, then wash the dishes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Clean the windows first, then sweep the floor.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Close the windows first, then turn on the air conditioner.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Complete the quiz, then review your answers.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Connect the cable to the TV, then turn on the console.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Cook, stir the pot occasionally.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Create an outline first, then start writing your essay.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Cut the bread first, then add the cheese and tomatoes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Cut the fruit into slices, then arrange them on a plate.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Cut the vegetables into small pieces, then add them to the pot.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Dip the pen nib in the ink, then shake it firmly.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Do exercise, drink plenty of water.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Do water your plants, check for pests and diseases.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Draw the outline, then color in the shapes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Drive to the store, then park your car in the lot.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Drive, pay attention to the road.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"File your taxes first, then pay any outstanding debts.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Fill out the form, then submit it to the office.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Fill the pot with water, then add the pasta.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your craft project, clean up your workspace.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your homework, take a break.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your meal prep, store the food in the fridge.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your meal, clean up the dishes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your meditation, take a few moments to relax.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your online shopping, check your email for confirmation.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your painting, sign it and let it dry.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your phone call, hang up and take a deep breath.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your phone interview, send a thank-you email.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your presentation, answer questions from the audience.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your project, celebrate your success.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your run, stretch your legs.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your work for the day, relax and unwind.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your workout, stretch your muscles.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Finish your writing, proofread and edit it.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Fold the laundry, then put it away in the drawers.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Get dressed first, then do your hair and makeup.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Go for a hike, wear comfortable shoes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Go grocery shopping, make a list of the items you need.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Go on vacation, pack your suitcase.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Go to a party, RSVP to the host.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Hold the door open for the person behind you, then enter the building.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"John sit down,the rest of you go home.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
